candidate_id,years_experience,education_level,skills,experience_description,position_applied,suitable
CAND_0698,4,high_school,"programming, adaptability, python, java, git, sql, creativity","Experienced developer with 4 years working with programming, adaptability, python",developer,1
CAND_0699,1,high_school,"photoshop, adaptability, teamwork, critical thinking, print design","Experienced graphic designer with 1 years working with photoshop, adaptability, teamwork",graphic_designer,0
CAND_0700,0,phd,"communication, adaptability, problem solving, content writing, content strategy, social media, copywriting","Experienced content creator with 0 years working with communication, adaptability, problem solving",content_creator,1
CAND_0701,0,associate,"communication, copywriting, graphic design, leadership, content writing, seo, social media","Experienced content creator with 0 years working with communication, copywriting, graphic design",content_creator,1
CAND_0702,8,master,"docker, adaptability, linux, creativity, time management, monitoring","Experienced devops engineer with 8 years working with docker, adaptability, linux",devops_engineer,1
CAND_0703,0,bachelor,"tableau, pandas, machine learning, statistics, teamwork, python, critical thinking, sql, excel, time management","Experienced data analyst with 0 years working with tableau, pandas, machine learning",data_analyst,1
CAND_0704,8,master,"time management, terraform, creativity","Experienced devops engineer with 8 years working with time management, terraform, creativity",devops_engineer,0
CAND_0705,9,bachelor,"communication, problem solving, wireframing","Experienced ui ux designer with 9 years working with communication, problem solving, wireframing",ui_ux_designer,0
CAND_0706,2,associate,"testing, programming, adaptability, java, javascript, creativity, c#, agile","Experienced software developer with 2 years working with testing, programming, adaptability",software_developer,1
CAND_0707,0,phd,"adaptability, spark, teamwork, critical thinking, hadoop","Experienced data scientist with 0 years working with adaptability, spark, teamwork",data_scientist,0
CAND_0708,0,master,"adaptability, python, problem solving, creativity, excel, reporting, data analysis","Experienced analyst with 0 years working with adaptability, python, problem solving",analyst,1
CAND_0709,6,master,"security testing, communication, teamwork, performance testing, selenium","Experienced qa engineer with 6 years working with security testing, communication, teamwork",qa_engineer,0
CAND_0710,3,high_school,"tableau, machine learning, statistics, r, critical thinking, data visualization, time management","Experienced data analyst with 3 years working with tableau, machine learning, statistics",data_analyst,0
CAND_0711,9,master,"communication, critical thinking, product management, analytics, user research, roadmap planning","Experienced product manager with 9 years working with communication, critical thinking, product management",product_manager,1
CAND_0712,0,master,"programming, critical thinking, java, creativity, c++, time management, c#","Experienced software developer with 0 years working with programming, critical thinking, java",software_developer,1
CAND_0713,0,master,"critical thinking, problem solving, kubernetes, leadership, api, sql","Experienced backend developer with 0 years working with critical thinking, problem solving, kubernetes",backend_developer,1
CAND_0714,8,associate,"programming, python, critical thinking, java, creativity, sql","Experienced developer with 8 years working with programming, python, critical thinking",developer,1
CAND_0715,8,phd,"sass, angular, vue, critical thinking, javascript, css, html, webpack, php","Experienced web developer with 8 years working with sass, angular, vue",web_developer,1
CAND_0716,3,associate,"communication, wireframing, sql, product management, time management, roadmap planning","Experienced product manager with 3 years working with communication, wireframing, sql",product_manager,1
CAND_0717,8,associate,"vmware, bash, teamwork, leadership, creativity, powershell","Experienced system administrator with 8 years working with vmware, bash, teamwork",system_administrator,0
CAND_0718,3,associate,"time management, communication, critical thinking","Experienced designer with 3 years working with time management, communication, critical thinking",designer,0
CAND_0719,11,phd,"communication, python, java, c++, time management","Experienced software developer with 11 years working with communication, python, java",software_developer,0
CAND_0720,4,high_school,"kubernetes, go, c#, adaptability","Experienced backend developer with 4 years working with kubernetes, go, c#",backend_developer,0
CAND_0721,2,bachelor,"teamwork, communication","Experienced software developer with 2 years working with teamwork, communication",software_developer,0
CAND_0722,5,bachelor,"kotlin, swift, leadership, react native","Experienced mobile developer with 5 years working with kotlin, swift, leadership",mobile_developer,0
CAND_0723,2,phd,"time management, creativity, vue, adaptability","Experienced web developer with 2 years working with time management, creativity, vue",web_developer,0
CAND_0724,5,high_school,"testing, python, javascript, creativity, sql, agile","Experienced developer with 5 years working with testing, python, javascript",developer,0
CAND_0725,6,bachelor,"digital marketing, communication, creativity, sem, seo, time management, analytics","Experienced digital marketer with 6 years working with digital marketing, communication, creativity",digital_marketer,1
CAND_0726,1,phd,"kotlin, adaptability, teamwork, swift, mobile, java","Experienced mobile developer with 1 years working with kotlin, adaptability, teamwork",mobile_developer,1
CAND_0727,0,associate,"ui/ux, adaptability","Experienced designer with 0 years working with ui/ux, adaptability",designer,0
CAND_0728,9,associate,"tableau, critical thinking, problem solving, sql, reporting","Experienced analyst with 9 years working with tableau, critical thinking, problem solving",analyst,0
CAND_0729,3,master,"communication, programming, python, critical thinking, c++, c#","Experienced software developer with 3 years working with communication, programming, python",software_developer,1
CAND_0730,1,high_school,"python, critical thinking, excel, reporting, data analysis","Experienced analyst with 1 years working with python, critical thinking, excel",analyst,1
CAND_0731,3,associate,"python, process modeling, leadership, creativity, sql, excel, requirements analysis","Experienced business analyst with 3 years working with python, process modeling, leadership",business_analyst,1
